filename,material_id,cif
Wurtzite_HfO.cif,509,"data_image0
_chemical_formula_structural       Hf2O2
_chemical_formula_sum              ""Hf2 O2""
_cell_length_a       3.46313
_cell_length_b       3.46313
_cell_length_c       5.62349
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    120

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Hf  Hf1       1.0  0.33333  0.66667  0.00000  1.0000
  Hf  Hf2       1.0  0.66667  0.33333  0.50000  1.0000
  O   O1        1.0  0.33333  0.66667  0.37500  1.0000
  O   O2        1.0  0.66667  0.33333  0.87500  1.0000
"
AntiFluorite_Fe2O.cif,108,"data_image0
_chemical_formula_structural       Fe8O4
_chemical_formula_sum              ""Fe8 O4""
_cell_length_a       4.8889
_cell_length_b       4.8889
_cell_length_c       4.8889
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Fe  Fe1       1.0  0.25000  0.25000  0.25000  1.0000
  Fe  Fe2       1.0  0.75000  0.75000  0.25000  1.0000
  Fe  Fe3       1.0  0.75000  0.25000  0.75000  1.0000
  Fe  Fe4       1.0  0.25000  0.75000  0.75000  1.0000
  Fe  Fe5       1.0  0.25000  0.25000  0.75000  1.0000
  Fe  Fe6       1.0  0.75000  0.75000  0.75000  1.0000
  Fe  Fe7       1.0  0.25000  0.75000  0.25000  1.0000
  Fe  Fe8       1.0  0.75000  0.25000  0.25000  1.0000
  O   O1        1.0  0.00000  0.00000  0.00000  1.0000
  O   O2        1.0  0.00000  0.50000  0.50000  1.0000
  O   O3        1.0  0.50000  0.00000  0.50000  1.0000
  O   O4        1.0  0.50000  0.50000  0.00000  1.0000
"
Fluorite_HfO2.cif,432,"data_image0
_chemical_formula_structural       Hf4O8
_chemical_formula_sum              ""Hf4 O8""
_cell_length_a       5.44312
_cell_length_b       5.44312
_cell_length_c       5.44312
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Hf  Hf1       1.0  0.00000  0.00000  0.00000  1.0000
  Hf  Hf2       1.0  0.00000  0.50000  0.50000  1.0000
  Hf  Hf3       1.0  0.50000  0.00000  0.50000  1.0000
  Hf  Hf4       1.0  0.50000  0.50000  0.00000  1.0000
  O   O1        1.0  0.25000  0.25000  0.25000  1.0000
  O   O2        1.0  0.75000  0.75000  0.25000  1.0000
  O   O3        1.0  0.75000  0.25000  0.75000  1.0000
  O   O4        1.0  0.25000  0.75000  0.75000  1.0000
  O   O5        1.0  0.25000  0.25000  0.75000  1.0000
  O   O6        1.0  0.75000  0.75000  0.75000  1.0000
  O   O7        1.0  0.25000  0.75000  0.25000  1.0000
  O   O8        1.0  0.75000  0.25000  0.25000  1.0000
"
Fluorite_WO2.cif,39,"data_image0
_chemical_formula_structural       W4O8
_chemical_formula_sum              ""W4 O8""
_cell_length_a       5.32066
_cell_length_b       5.32066
_cell_length_c       5.32066
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  W   W1        1.0  0.00000  0.00000  0.00000  1.0000
  W   W2        1.0  0.00000  0.50000  0.50000  1.0000
  W   W3        1.0  0.50000  0.00000  0.50000  1.0000
  W   W4        1.0  0.50000  0.50000  0.00000  1.0000
  O   O1        1.0  0.25000  0.25000  0.25000  1.0000
  O   O2        1.0  0.75000  0.75000  0.25000  1.0000
  O   O3        1.0  0.75000  0.25000  0.75000  1.0000
  O   O4        1.0  0.25000  0.75000  0.75000  1.0000
  O   O5        1.0  0.25000  0.25000  0.75000  1.0000
  O   O6        1.0  0.75000  0.75000  0.75000  1.0000
  O   O7        1.0  0.25000  0.75000  0.25000  1.0000
  O   O8        1.0  0.75000  0.25000  0.25000  1.0000
"
CaesiumChloride_KO.cif,491,"data_image0
_chemical_formula_structural       KO
_chemical_formula_sum              ""K1 O1""
_cell_length_a       3.40632
_cell_length_b       3.40632
_cell_length_c       3.40632
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  K   K1        1.0  0.00000  0.00000  0.00000  1.0000
  O   O1        1.0  0.50000  0.50000  0.50000  1.0000
"
Fluorite_SiO2.cif,482,"data_image0
_chemical_formula_structural       Si4O8
_chemical_formula_sum              ""Si4 O8""
_cell_length_a       5.20695
_cell_length_b       5.20695
_cell_length_c       5.20695
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Si  Si1       1.0  0.00000  0.00000  0.00000  1.0000
  Si  Si2       1.0  0.00000  0.50000  0.50000  1.0000
  Si  Si3       1.0  0.50000  0.00000  0.50000  1.0000
  Si  Si4       1.0  0.50000  0.50000  0.00000  1.0000
  O   O1        1.0  0.25000  0.25000  0.25000  1.0000
  O   O2        1.0  0.75000  0.75000  0.25000  1.0000
  O   O3        1.0  0.75000  0.25000  0.75000  1.0000
  O   O4        1.0  0.25000  0.75000  0.75000  1.0000
  O   O5        1.0  0.25000  0.25000  0.75000  1.0000
  O   O6        1.0  0.75000  0.75000  0.75000  1.0000
  O   O7        1.0  0.25000  0.75000  0.25000  1.0000
  O   O8        1.0  0.75000  0.25000  0.25000  1.0000
"
NickelArsenide_FeO.cif,160,"data_image0
_chemical_formula_structural       Fe2O2
_chemical_formula_sum              ""Fe2 O2""
_cell_length_a       2.73985
_cell_length_b       2.73985
_cell_length_c       5.04167
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    120

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Fe  Fe1       1.0  0.00000  0.00000  0.00000  1.0000
  Fe  Fe2       1.0  1.00000  1.00000  0.50000  1.0000
  O   O1        1.0  0.33333  0.66667  0.25000  1.0000
  O   O2        1.0  0.66667  0.33333  0.75000  1.0000
"
NickelArsenide_BaO.cif,419,"data_image0
_chemical_formula_structural       Ba2O2
_chemical_formula_sum              ""Ba2 O2""
_cell_length_a       4.01827
_cell_length_b       4.01827
_cell_length_c       5.58197
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    120

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Ba  Ba1       1.0  0.00000  0.00000  0.00000  1.0000
  Ba  Ba2       1.0  1.00000  1.00000  0.50000  1.0000
  O   O1        1.0  0.33333  0.66667  0.25000  1.0000
  O   O2        1.0  0.66667  0.33333  0.75000  1.0000
"
Rutile_MgO2.cif,456,"data_image0
_chemical_formula_structural       Mg2O4
_chemical_formula_sum              ""Mg2 O4""
_cell_length_a       4.67598
_cell_length_b       4.67598
_cell_length_c       3.03509
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Mg  Mg1       1.0  0.00000  0.00000  0.00000  1.0000
  Mg  Mg2       1.0  0.50000  0.50000  0.50000  1.0000
  O   O1        1.0  0.30000  0.30000  0.00000  1.0000
  O   O2        1.0  0.70000  0.70000  0.00000  1.0000
  O   O3        1.0  0.20000  0.80000  0.50000  1.0000
  O   O4        1.0  0.80000  0.20000  0.50000  1.0000
"
CadmiumIodide_OsO2.cif,294,"data_image0
_chemical_formula_structural       OsO2
_chemical_formula_sum              ""Os1 O2""
_cell_length_a       2.92216
_cell_length_b       2.92216
_cell_length_c       4.31746
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    120

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Os  Os1       1.0  0.00000  0.00000  0.00000  1.0000
  O   O1        1.0  0.33333  0.66667  0.24000  1.0000
  O   O2        1.0  0.66667  0.33333  0.76000  1.0000
"
Rutile_RhO2.cif,552,"data_image0
_chemical_formula_structural       Rh2O4
_chemical_formula_sum              ""Rh2 O4""
_cell_length_a       4.67046
_cell_length_b       4.67046
_cell_length_c       3.06879
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Rh  Rh1       1.0  0.00000  0.00000  0.00000  1.0000
  Rh  Rh2       1.0  0.50000  0.50000  0.50000  1.0000
  O   O1        1.0  0.30000  0.30000  0.00000  1.0000
  O   O2        1.0  0.70000  0.70000  0.00000  1.0000
  O   O3        1.0  0.20000  0.80000  0.50000  1.0000
  O   O4        1.0  0.80000  0.20000  0.50000  1.0000
"
RheniumTrioxide_TaO3.cif,110,"data_image0
_chemical_formula_structural       TaO3
_chemical_formula_sum              ""Ta1 O3""
_cell_length_a       3.89912
_cell_length_b       3.89912
_cell_length_c       3.89912
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Ta  Ta1       1.0  0.00000  0.00000  0.00000  1.0000
  O   O1        1.0  0.00000  0.50000  0.00000  1.0000
  O   O2        1.0  0.00000  0.00000  0.50000  1.0000
  O   O3        1.0  0.50000  0.00000  0.00000  1.0000
"
Fluorite_CaO2.cif,47,"data_image0
_chemical_formula_structural       Ca4O8
_chemical_formula_sum              ""Ca4 O8""
_cell_length_a       5.70552
_cell_length_b       5.70552
_cell_length_c       5.70552
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Ca  Ca1       1.0  0.00000  0.00000  0.00000  1.0000
  Ca  Ca2       1.0  0.00000  0.50000  0.50000  1.0000
  Ca  Ca3       1.0  0.50000  0.00000  0.50000  1.0000
  Ca  Ca4       1.0  0.50000  0.50000  0.00000  1.0000
  O   O1        1.0  0.25000  0.25000  0.25000  1.0000
  O   O2        1.0  0.75000  0.75000  0.25000  1.0000
  O   O3        1.0  0.75000  0.25000  0.75000  1.0000
  O   O4        1.0  0.25000  0.75000  0.75000  1.0000
  O   O5        1.0  0.25000  0.25000  0.75000  1.0000
  O   O6        1.0  0.75000  0.75000  0.75000  1.0000
  O   O7        1.0  0.25000  0.75000  0.25000  1.0000
  O   O8        1.0  0.75000  0.25000  0.25000  1.0000
"
NickelArsenide_LiO.cif,604,"data_image0
_chemical_formula_structural       Li2O2
_chemical_formula_sum              ""Li2 O2""
_cell_length_a       2.83455
_cell_length_b       2.83455
_cell_length_c       5.08169
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    120

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Li  Li1       1.0  0.00000  0.00000  0.00000  1.0000
  Li  Li2       1.0  1.00000  1.00000  0.50000  1.0000
  O   O1        1.0  0.33333  0.66667  0.25000  1.0000
  O   O2        1.0  0.66667  0.33333  0.75000  1.0000
"
ZincBlende_OsO.cif,600,"data_image0
_chemical_formula_structural       Os4O4
_chemical_formula_sum              ""Os4 O4""
_cell_length_a       4.55625
_cell_length_b       4.55625
_cell_length_c       4.55625
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Os  Os1       1.0  0.00000  0.00000  0.00000  1.0000
  Os  Os2       1.0  0.00000  0.50000  0.50000  1.0000
  Os  Os3       1.0  0.50000  0.00000  0.50000  1.0000
  Os  Os4       1.0  0.50000  0.50000  0.00000  1.0000
  O   O1        1.0  0.25000  0.25000  0.25000  1.0000
  O   O2        1.0  0.75000  0.75000  0.25000  1.0000
  O   O3        1.0  0.75000  0.25000  0.75000  1.0000
  O   O4        1.0  0.25000  0.75000  0.75000  1.0000
"
Wurtzite_AlO.cif,34,"data_image0
_chemical_formula_structural       Al2O2
_chemical_formula_sum              ""Al2 O2""
_cell_length_a       3.15415
_cell_length_b       3.15415
_cell_length_c       5.10609
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    120

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Al  Al1       1.0  0.33333  0.66667  0.00000  1.0000
  Al  Al2       1.0  0.66667  0.33333  0.50000  1.0000
  O   O1        1.0  0.33333  0.66667  0.37500  1.0000
  O   O2        1.0  0.66667  0.33333  0.87500  1.0000
"
CaesiumChloride_OsO.cif,397,"data_image0
_chemical_formula_structural       OsO
_chemical_formula_sum              ""Os1 O1""
_cell_length_a       2.6576
_cell_length_b       2.6576
_cell_length_c       2.6576
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Os  Os1       1.0  0.00000  0.00000  0.00000  1.0000
  O   O1        1.0  0.50000  0.50000  0.50000  1.0000
"
CaesiumChloride_PtO.cif,515,"data_image0
_chemical_formula_structural       PtO
_chemical_formula_sum              ""Pt1 O1""
_cell_length_a       2.69649
_cell_length_b       2.69649
_cell_length_c       2.69649
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Pt  Pt1       1.0  0.00000  0.00000  0.00000  1.0000
  O   O1        1.0  0.50000  0.50000  0.50000  1.0000
"
RockSalt_CoO.cif,218,"data_image0
_chemical_formula_structural       Co4O4
_chemical_formula_sum              ""Co4 O4""
_cell_length_a       4.26
_cell_length_b       4.26
_cell_length_c       4.26
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Co  Co1       1.0  0.00000  0.00000  0.00000  1.0000
  Co  Co2       1.0  0.00000  0.50000  0.50000  1.0000
  Co  Co3       1.0  0.50000  0.00000  0.50000  1.0000
  Co  Co4       1.0  0.50000  0.50000  0.00000  1.0000
  O   O1        1.0  0.50000  0.50000  0.50000  1.0000
  O   O2        1.0  0.50000  0.00000  0.00000  1.0000
  O   O3        1.0  0.00000  0.50000  0.00000  1.0000
  O   O4        1.0  0.00000  0.00000  0.50000  1.0000
"
CadmiumIodide_NaO2.cif,279,"data_image0
_chemical_formula_structural       NaO2
_chemical_formula_sum              ""Na1 O2""
_cell_length_a       3.1523
_cell_length_b       3.1523
_cell_length_c       4.76197
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    120

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Na  Na1       1.0  0.00000  0.00000  0.00000  1.0000
  O   O1        1.0  0.33333  0.66667  0.24000  1.0000
  O   O2        1.0  0.66667  0.33333  0.76000  1.0000
"
CaesiumChloride_SrO.cif,559,"data_image0
_chemical_formula_structural       SrO
_chemical_formula_sum              ""Sr1 O1""
_cell_length_a       3.28964
_cell_length_b       3.28964
_cell_length_c       3.28964
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Sr  Sr1       1.0  0.00000  0.00000  0.00000  1.0000
  O   O1        1.0  0.50000  0.50000  0.50000  1.0000
"
RockSalt_NbO.cif,551,"data_image0
_chemical_formula_structural       Nb4O4
_chemical_formula_sum              ""Nb4 O4""
_cell_length_a       4.52485
_cell_length_b       4.52485
_cell_length_c       4.52485
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Nb  Nb1       1.0  0.00000  0.00000  0.00000  1.0000
  Nb  Nb2       1.0  0.00000  0.50000  0.50000  1.0000
  Nb  Nb3       1.0  0.50000  0.00000  0.50000  1.0000
  Nb  Nb4       1.0  0.50000  0.50000  0.00000  1.0000
  O   O1        1.0  0.50000  0.50000  0.50000  1.0000
  O   O2        1.0  0.50000  0.00000  0.00000  1.0000
  O   O3        1.0  0.00000  0.50000  0.00000  1.0000
  O   O4        1.0  0.00000  0.00000  0.50000  1.0000
"
AntiFluorite_Ti2O.cif,354,"data_image0
_chemical_formula_structural       Ti8O4
_chemical_formula_sum              ""Ti8 O4""
_cell_length_a       5.24087
_cell_length_b       5.24087
_cell_length_c       5.24087
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Ti  Ti1       1.0  0.25000  0.25000  0.25000  1.0000
  Ti  Ti2       1.0  0.75000  0.75000  0.25000  1.0000
  Ti  Ti3       1.0  0.75000  0.25000  0.75000  1.0000
  Ti  Ti4       1.0  0.25000  0.75000  0.75000  1.0000
  Ti  Ti5       1.0  0.25000  0.25000  0.75000  1.0000
  Ti  Ti6       1.0  0.75000  0.75000  0.75000  1.0000
  Ti  Ti7       1.0  0.25000  0.75000  0.25000  1.0000
  Ti  Ti8       1.0  0.75000  0.25000  0.25000  1.0000
  O   O1        1.0  0.00000  0.00000  0.00000  1.0000
  O   O2        1.0  0.00000  0.50000  0.50000  1.0000
  O   O3        1.0  0.50000  0.00000  0.50000  1.0000
  O   O4        1.0  0.50000  0.50000  0.00000  1.0000
"
Spinel_ScSc2O4.cif,521,"data_image0
_chemical_formula_structural       Sc24O32
_chemical_formula_sum              ""Sc24 O32""
_cell_length_a       8.87019
_cell_length_b       8.87019
_cell_length_c       8.87019
_cell_angle_alpha    90
_cell_angle_beta     90
_cell_angle_gamma    90

_space_group_name_H-M_alt    ""P 1""
_space_group_IT_number       1

loop_
  _space_group_symop_operation_xyz
  'x, y, z'

loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Sc  Sc1       1.0  0.50000  0.50000  0.50000  1.0000
  Sc  Sc2       1.0  0.50000  0.00000  0.00000  1.0000
  Sc  Sc3       1.0  0.00000  0.00000  0.50000  1.0000
  Sc  Sc4       1.0  0.00000  0.50000  0.00000  1.0000
  Sc  Sc5       1.0  0.25000  0.75000  0.25000  1.0000
  Sc  Sc6       1.0  0.75000  0.75000  0.75000  1.0000
  Sc  Sc7       1.0  0.75000  0.25000  0.25000  1.0000
  Sc  Sc8       1.0  0.25000  0.25000  0.75000  1.0000
  Sc  Sc9       1.0  0.12500  0.12500  0.12500  1.0000
  Sc  Sc10      1.0  0.87500  0.37500  0.62500  1.0000
  Sc  Sc11      1.0  0.37500  0.62500  0.87500  1.0000
  Sc  Sc12      1.0  0.62500  0.87500  0.37500  1.0000
  Sc  Sc13      1.0  0.37500  0.87500  0.62500  1.0000
  Sc  Sc14      1.0  0.87500  0.62500  0.37500  1.0000
  Sc  Sc15      1.0  0.62500  0.37500  0.87500  1.0000
  Sc  Sc16      1.0  0.12500  0.62500  0.62500  1.0000
  Sc  Sc17      1.0  0.87500  0.87500  0.12500  1.0000
  Sc  Sc18      1.0  0.37500  0.12500  0.37500  1.0000
  Sc  Sc19      1.0  0.37500  0.37500  0.12500  1.0000
  Sc  Sc20      1.0  0.87500  0.12500  0.87500  1.0000
  Sc  Sc21      1.0  0.62500  0.12500  0.62500  1.0000
  Sc  Sc22      1.0  0.12500  0.87500  0.87500  1.0000
  Sc  Sc23      1.0  0.12500  0.37500  0.37500  1.0000
  Sc  Sc24      1.0  0.62500  0.62500  0.12500  1.0000
  O   O1        1.0  0.36260  0.36260  0.36260  1.0000
  O   O2        1.0  0.63740  0.13740  0.86260  1.0000
  O   O3        1.0  0.13740  0.86260  0.63740  1.0000
  O   O4        1.0  0.86260  0.63740  0.13740  1.0000
  O   O5        1.0  0.11260  0.61260  0.38740  1.0000
  O   O6        1.0  0.88740  0.88740  0.88740  1.0000
  O   O7        1.0  0.61260  0.38740  0.11260  1.0000
  O   O8        1.0  0.38740  0.11260  0.61260  1.0000
  O   O9        1.0  0.61260  0.11260  0.38740  1.0000
  O   O10       1.0  0.11260  0.38740  0.61260  1.0000
  O   O11       1.0  0.38740  0.61260  0.11260  1.0000
  O   O12       1.0  0.13740  0.63740  0.86260  1.0000
  O   O13       1.0  0.63740  0.86260  0.13740  1.0000
  O   O14       1.0  0.86260  0.13740  0.63740  1.0000
  O   O15       1.0  0.36260  0.86260  0.86260  1.0000
  O   O16       1.0  0.63740  0.63740  0.36260  1.0000
  O   O17       1.0  0.13740  0.36260  0.13740  1.0000
  O   O18       1.0  0.11260  0.11260  0.88740  1.0000
  O   O19       1.0  0.88740  0.38740  0.38740  1.0000
  O   O20       1.0  0.61260  0.88740  0.61260  1.0000
  O   O21       1.0  0.61260  0.61260  0.88740  1.0000
  O   O22       1.0  0.11260  0.88740  0.11260  1.0000
  O   O23       1.0  0.13740  0.13740  0.36260  1.0000
  O   O24       1.0  0.63740  0.36260  0.63740  1.0000
  O   O25       1.0  0.86260  0.36260  0.86260  1.0000
  O   O26       1.0  0.36260  0.63740  0.63740  1.0000
  O   O27       1.0  0.38740  0.88740  0.38740  1.0000
  O   O28       1.0  0.88740  0.11260  0.11260  1.0000
  O   O29       1.0  0.88740  0.61260  0.61260  1.0000
  O   O30       1.0  0.36260  0.13740  0.13740  1.0000
  O   O31       1.0  0.86260  0.86260  0.36260  1.0000
  O   O32       1.0  0.38740  0.38740  0.88740  1.0000
"
